make,model,version,fuel,year,kms,power,shift,price,currency,location,latitude,longitude
MG,Marvel R,179 70kWh Comfort 5p Aut.,Eléctrico,2023,0.0,179.0,automatic,43750,EUR,Toledo,39.8560679,-4.0239568
MG,Marvel R,179 70kWh Comfort 5p Aut.,Eléctrico,2023,0.0,179.0,automatic,42500,EUR,Toledo,39.8560679,-4.0239568
MG,Marvel R,179 70kWh Comfort 5p Aut.,Eléctrico,2023,0.0,179.0,automatic,39800,EUR,Toledo,39.8560679,-4.0239568
MG,Marvel R,179 70kWh Comfort 5p Aut.,Eléctrico,2023,2.0,179.0,automatic,42580,EUR,Armentia,42.825475749999995,-2.7054376078620224
MG,Marvel R,ELECTRIC EDU 4WD G.DEL+O2 WHITE BLACK,Eléctrico,2022,7600.0,288.0,automatic,47900,EUR,Mollet del Vallès,41.5393484,2.2130934
MG,ZR,1.8 160 3p,Gasolina,2003,95000.0,160.0,manual,4900,EUR,Palma de Mallorca,39.5695818,2.6500745
MG,TF,Cabrio 120,Gasolina,2003,30889.0,116.0,manual,8990,EUR,Vilafranca del Penedès,41.3463825,1.6995213
MG,EHS,1.5T GDI 258 Luxury 5p Aut.,Eléctrico,2022,28000.0,258.0,automatic,22000,EUR,Villena,38.6360967,-0.8659745
MG,EHS,1.5T GDI 258 Luxury 5p Aut.,Eléctrico,2022,28000.0,258.0,automatic,19900,EUR,Villena,38.6360967,-0.8659745
MG,EHS,1.5T GDI 258 Comfort 5p Aut.,Eléctrico,2022,7.0,258.0,automatic,36290,EUR,Armentia,42.825475749999995,-2.7054376078620224
MG,ZS,1.0T Luxury Auto,Gasolina,2022,10400.0,111.0,automatic,18490,EUR,Málaga,36.7213028,-4.4216366
Mitsubishi,L 200,Doble Cab. 250 DI-D 154 M-Pro 4p AS&G,Diésel,2019,128000.0,154.0,manual,21999,EUR,Humanes de Madrid,40.2508847,-3.8270997
Mitsubishi,L 200,Doble Cab. 2.5 DI-D 136 Intense 4p,Diésel,2007,114000.0,136.0,manual,15499,EUR,Las Navas del Marqués,40.6038003,-4.3278957
Lexus,SC,430 4.3 283 2p,Gasolina,2002,25077.0,283.0,automatic,23800,EUR,Pla de na Tesa,39.8605134,3.1705762
Lotus,Elise,1.8 220 S 2p,Gasolina,2015,16000.0,220.0,manual,54999,EUR,San Sebastián de Los Reyes,40.5473698,-3.6260586
Lexus,IS F,5.0 V8 423 President 4p,Gasolina,2008,188000.0,423.0,manual,33000,EUR,Granollers,41.6079555,2.2876008
KIA,Venga,Concept,Gasolina,2015,49887.0,90.0,manual,10500,EUR,L'Hospitalet de Llobregat,41.3598601,2.0997927
KIA,Venga,1.4 CRDi VGT 90 Drive 5p,Diésel,2011,131000.0,90.0,manual,7990,EUR,Poligono Industrial Madanela,,
Audi,Q8,Black line 50 TDI quattro 210 kW (286 CV) tiptronic,Diésel,2021,60400.0,286.0,automatic,81987,EUR,Majadahonda,40.473055,-3.8724138
Volkswagen,Lupo,1.4 TDI 75 Trendline 3p,Diésel,2001,116292.0,75.0,manual,1690,EUR,Madrid,40.4167047,-3.7035825
Chevrolet,Cruze,2.0 VCDi 16v 125 LS+ 4p Clima MY10,Diésel,2009,212000.0,125.0,manual,5900,EUR,Alcalá de Henares,40.4818396,-3.3644973
Lamborghini,Aventador,Aventador LP 750 S,Gasolina,2018,16000.0,750.0,automatic,449000,EUR,La Venta del Viso,38.4428675,-3.7299443
Lamborghini,Aventador,6.5 V12 LP 700-4 2p.,Gasolina,2013,43596.0,700.0,automatic,235000,EUR,Colonia Pablo Iglesias,,
Abarth,695,1.4 16 V T-Jet 70 aniversario,Gasolina,2022,8431.816296296296,180.0,manual,33000,EUR,Casas Novas,41.4762551,-8.2266569
Abarth,595,1.4 16v T-Jet Competizione 180 3p,Gasolina,2020,9800.0,180.0,manual,25490,EUR,Torredembarra,41.146155,1.3959508
Abarth,595,1.4 16v T-Jet 180 Competizione 3p,Gasolina,2021,9690.0,180.0,manual,29900,EUR,Sabadell,41.5102802,2.112326355168393
Alfa Romeo,MiTO,1.3 JTDm 95 Distinctive 3p,Diésel,2011,169000.0,95.0,manual,6900,EUR,Cádiz,36.5297438,-6.2928976
Alfa Romeo,Stelvio,2.2 JTDM 210 Veloce Q4 5p S/S Aut.,Diésel,2020,40000.0,210.0,automatic,42500,EUR,Las Rozas de Madrid,40.4933095,-3.8758396
Alfa Romeo,Stelvio,2.0 Petrol 280 First Edition I Q4 5p S/S Aut.,Gasolina,2018,91000.0,280.0,automatic,31000,EUR,Lugones,21.8312572,-78.7710222
Alfa Romeo,Giulietta,1.6 JTD Super,Diésel,2018,40254.0,120.0,manual,16999,EUR,Madrid,40.4167047,-3.7035825
Alfa Romeo,Giulietta,1.6 JTD Super,Diésel,2018,40254.0,120.0,manual,16899,EUR,Madrid,40.4167047,-3.7035825
Alfa Romeo,GTV,GTV 2.0 T. Spark 150 CV,Gasolina,1997,159500.0,150.0,manual,4700,EUR,Málaga,36.7213028,-4.4216366
Alfa Romeo,Giulia,2.2 Diesel 132kW (180CV) Super Business,Diésel,2017,111486.0,180.0,automatic,21990,EUR,Madrid,40.4167047,-3.7035825
Alfa Romeo,Giulia,2.2 JTDM 154kW (210CV) Veloce ATX,Diésel,2017,83665.0,210.0,automatic,27490,EUR,Madrid,40.4167047,-3.7035825
Aston Martin,DB11,V8 Coupé 4.0 510 2p Aut.,Gasolina,2019,27000.0,510.0,automatic,159900,EUR,Málaga,36.7213028,-4.4216366
Audi,Q2,Advanced 30 TDI 85kW (116CV) S tronic,Diésel,2020,50172.0,116.0,automatic,26290,EUR,Madrid,40.4167047,-3.7035825
Audi,Q2,Advanced 30 TDI 85kW (116CV) S tronic,Diésel,2020,50172.0,116.0,automatic,25690,EUR,Madrid,40.4167047,-3.7035825
Audi,S8,AUDI S8 5.2 V10 QUATRO,Gasolina,2012,156000.0,450.0,automatic,24500,EUR,Vilanova i la Geltrú,41.2241992,1.7256327
Audi,R8,Coupé 5.2 FSI V10 610 Plus quattro 2p S tronic,Gasolina,2016,45000.0,610.0,automatic,129900,EUR,Alcalá de Henares,40.4818396,-3.3644973
Audi,R8,Coupé 5.2 FSI V10 610 Plus quattro 2p S tronic,Gasolina,2016,45000.0,610.0,automatic,128900,EUR,Alcalá de Henares,40.4818396,-3.3644973
Audi,R8,4.2 FSi 420 quattro 2p Rtronic,Gasolina,2007,122510.0,420.0,automatic,45900,EUR,Bonavista,48.6541763,-53.110338
Audi,A5,,Diésel,2018,137669.0,150.0,automatic,27500,EUR,Benicarló,40.4180244,0.4229813
Chevrolet,Cruze,2.0 VCDi LTZ,Diésel,2014,63533.0,163.0,manual,9999,EUR,Madrid,40.4167047,-3.7035825
Audi,S6,3.0 TDI 349 quattro 4p Tiptronic,Diésel,2019,60000.0,349.0,automatic,74900,EUR,Sabadell,41.5102802,2.112326355168393
Audi,S6,3.0 TDI 349 quattro 4p Tiptronic,Diésel,2019,60000.0,349.0,automatic,74500,EUR,Sabadell,41.5102802,2.112326355168393
Audi,S3,Sportback 2.0 TFSI 300 quattro 5p S tronic,Gasolina,2014,140000.0,300.0,automatic,26500,EUR,Dos Hermanas,37.283689,-5.9226718
Audi,RS3,Sportback 2.5 TFSI 400 quattro 5p S tronic,Gasolina,2023,890.0,400.0,automatic,84990,EUR,Cúllar Vega,37.1535419,-3.6703193
Audi,Q3,35 TFSI 110kW (150CV) S tronic,Gasolina,2019,73730.0,150.0,automatic,32990,EUR,Madrid,40.4167047,-3.7035825
Audi,A3,Sedan 1.6 TDI clean d 110CV Attracted,Diésel,2016,76227.0,110.0,manual,16190,EUR,Málaga,36.7213028,-4.4216366
Audi,RS Q3,2.5 TFSI 400 quattro 5p S tronic,Gasolina,2021,6100.0,400.0,automatic,84990,EUR,Bilbao,43.2630018,-2.9350039
Audi,RS Q3,Sportback 2.5 TFSI 400 quattro 5p S tronic,Gasolina,2022,1114.0,400.0,automatic,88900,EUR,Barcelona,41.3828939,2.1774322
Audi,A8,3.0TDI QUATTRO TIPTRONIC DPF 4P,Diésel,2006,200000.0,150.0,automatic,7199,EUR,Llerona,41.648290599999996,2.2985436461011526
Audi,A6 Allroad,2.5 Turbo diesel 4x4 Triptron,Diésel,2005,279000.0,180.0,manual,4500,EUR,La Estacada,7.4067829,-69.0829483
Audi,A1,Adrenalin 1.0 TFSI 70kW (95CV) Sportback,Gasolina,2017,64656.0,95.0,manual,16490,EUR,Madrid,40.4167047,-3.7035825
Audi,A1,Adrenalin 1.0 TFSI 70kW (95CV) Sportback,Gasolina,2017,64656.0,95.0,manual,15990,EUR,Madrid,40.4167047,-3.7035825
Audi,SQ5,3.0 TDI 326CV quattro tiptro Competition,Diésel,2017,35421.0,326.0,automatic,51990,EUR,Málaga,36.7213028,-4.4216366
Audi,A4,S line edition 2.0 TDI 110 kW (150 CV),Diésel,2015,121682.0,150.0,manual,17500,EUR,Granollers,41.6079555,2.2876008
Audi,RS4,Avant 2.9  TFSI 450 quattro 5p S Tiptronic,Diésel,2018,70000.0,450.0,automatic,78000,EUR,La Canonja,41.120408,1.1820704
Audi,RS4,4.2 FSI quattro Avant,Gasolina,2007,200000.0,420.0,manual,28900,EUR,O Birloque,43.3413783,-8.4142607
Audi,RS5,Coupé 4.2 FSI 450 quattro 2p S tronic,Gasolina,2011,140000.0,450.0,automatic,34890,EUR,Bilbao,43.2630018,-2.9350039
Bentley,Continental,GT 6.0 W12 560 2p,Gasolina,2004,67000.0,560.0,automatic,39900,EUR,Málaga,36.7213028,-4.4216366
Bentley,Continental,GT 6.0 W12 635 2p Aut.,Gasolina,2018,41900.0,635.0,automatic,208900,EUR,Carretera de San Martin de La Vega,40.3237806,-3.6517431
Bentley,Continental,Flying Spur 6.0 W12 560 4p,Gasolina,2007,150000.0,560.0,automatic,36500,EUR,Cerdanyola del Vallès,41.4910324,2.1374969
Bentley,Continental,GT 6.0 W12 560 2p,Gasolina,2007,58900.0,600.0,automatic,51900,EUR,Carretera de San Martin de La Vega,40.3237806,-3.6517431
Bentley,Mulsanne,6.8 513 4p Aut. S/S,Gasolina,2012,67000.0,513.0,automatic,89900,EUR,Alcalá de Henares,40.4818396,-3.3644973
Cadillac,CTS,CTS V 649cv ÚNICO,Gasolina,2018,7000.0,649.0,automatic,87500,EUR,Barcelona,41.3828939,2.1774322
Cadillac,Escalade,6.2L V8 409 Sport Luxury AWD 5p Aut.,Gasolina,2012,62000.0,409.0,automatic,38995,EUR,Tamaraceite,28.1002119,-15.4753471
Cadillac,Escalade,Platinum 6.2 V8,Gasolina,2016,53795.0,420.0,automatic,79500,EUR,Barcelona,41.3828939,2.1774322
Cadillac,Seville,4.6 279 SLS A 4p,Gasolina,1998,24600.0,279.0,automatic,7900,EUR,La Estacada,7.4067829,-69.0829483
Cadillac,Seville,SEVILLE 4.5 ,Diésel,1998,143000.0,158.0,manual,6995,EUR,Museros,39.5644775,-0.3426529
Cadillac,Seville,4.6 V8 305 STS 4p,Gasolina,1998,296000.0,305.0,automatic,5986,EUR,San Fernando de Henares,40.4248548,-3.5350369
KIA,Rio,1.2 CVVT 84 Concept 5p,Gasolina,2015,49296.0,84.0,manual,10890,EUR,Antequera,37.0183652,-4.5596649
KIA,Rio,1.2 CVVT 84 Concept 5p,Gasolina,2015,49256.0,84.0,manual,10390,EUR,Málaga,36.7213028,-4.4216366
Citroen,C5 X,Hybrid 225 e-EAT8 Feel Pack,Diésel,2022,1.0,225.0,automatic,42950,EUR,Sant Boi de Llobregat,41.3459033,2.0413673
Citroen,C5 X,Hybrid 225 e-EAT8 Feel Pack,Diésel,2022,10.0,225.0,automatic,32999,EUR,Bilbao,43.2630018,-2.9350039
Citroen,Jumpy,multiespace 2.0hdi 130cv 8plazas,Diésel,2014,435000.0,130.0,manual,7990,EUR,Sant Quirze del Vallès,41.530143,2.0820052
Citroen,Xsara,2.0 HDi 90 Exclusive 5p,Diésel,2005,223169.0,90.0,manual,2340,EUR,Madrid,40.4167047,-3.7035825
Citroen,Xsara,2.0 HDi 90 SX 5p,Diésel,2002,230005.0,90.0,manual,1480,EUR,Madrid,40.4167047,-3.7035825
Citroen,C3 Aircross,PureTech 81kW (110CV) S&S Feel Pack,Gasolina,2021,32102.0,110.0,manual,16990,EUR,Madrid,40.4167047,-3.7035825
Citroen,C3 Aircross,PureTech 81kW (110CV) S&S Feel Pack,Gasolina,2021,32102.0,110.0,manual,16490,EUR,Madrid,40.4167047,-3.7035825
Citroen,C4 SpaceTourer,1.2 PureTech Feel,Gasolina,2019,77916.0,130.0,manual,18499,EUR,Barcelona,41.3828939,2.1774322
Citroen,DS3,Vti 120 Style,Gasolina,2012,77174.0,120.0,manual,12890,EUR,Madrid,40.4167047,-3.7035825
Citroen,DS3,1.4 HDi Design,Diésel,2014,74724.0,68.0,manual,9999,EUR,Barcelona,41.3828939,2.1774322
Citroen,DS3,1.4 HDi Design,Diésel,2014,74724.0,68.0,manual,9799,EUR,Barcelona,41.3828939,2.1774322
Citroen,E-Mehari,E-MEHARI 68 3P,Eléctrico,2018,4016.0,68.0,automatic,21275,EUR,Arriaga,16.254951249999998,-93.89498812393427
Citroen,E-Mehari,E-MEHARI 68 3P,Eléctrico,2018,4016.0,68.0,automatic,21274,EUR,Arriaga,16.254951249999998,-93.89498812393427
Citroen,C-Zero,Electric 67 Seduction 5p Aut.,Eléctrico,2018,13000.0,67.0,automatic,12990,EUR,Alcorcón,40.3492998,-3.8284295
Citroen,C-Zero,Seduction 49 kW (67 CV),Eléctrico,2018,14416.0,67.0,automatic,14950,EUR,Sevilla,37.3886303,-5.9953403
Citroen,SpaceTourer,Talla M BlueHDi 110KW 150CV Feel,Diésel,2018,58821.0,150.0,manual,32650,EUR,Algete,40.5961652,-3.4974246
Hyundai,Genesis Coupe,3.8 V6 303 RS 2p,Gasolina,2011,140000.0,303.0,manual,15990,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Dodge,Nitro,2.8 CRD 177 SE 4WD 5p,Diésel,2007,175000.0,177.0,manual,7990,EUR,Santander,43.4620412,-3.8099719
Dodge,Caliber,2.0 CRD 140 SXT Limited 5p,Diésel,2007,217000.0,140.0,manual,3300,EUR,Villanueva de la Serena,38.9736819,-5.8003669
CUPRA,Born,150kW (204 CV) 62kWh,Eléctrico,2021,18.0,204.0,automatic,40250,EUR,Sant Boi de Llobregat,41.3459033,2.0413673
CUPRA,Leon,MHEV 1.5 eTSI 150 5p S/S DSG7,Gasolina,2022,8431.816296296296,150.0,automatic,34000,EUR,Tarragona,41.1172364,1.2546057
CUPRA,Ateca,2.0 TSI 300 4Drive 5p S/S DSG7,Gasolina,2019,62000.0,300.0,automatic,33500,EUR,Montmeló,41.5515189,2.2480812
Honda,Legend,3.5 V6 VTEC 295 SH-AWD 4p Aut.,Gasolina,2007,149000.0,295.0,automatic,7990,EUR,Valencia,39.4697065,-0.3763353
Honda,Insight,1.3 i-VTEC 98 IMA Executive 5p Navi CVT,Eléctrico,2010,125000.0,98.0,automatic,8995,EUR,Sabadell,41.5102802,2.112326355168393
Chevrolet,Kalos,1.4 83 SE 5p,Gasolina,2005,179906.0,83.0,manual,1390,EUR,Madrid,40.4167047,-3.7035825
Hyundai,Elantra,1.6 MPI Tecno,Gasolina,2017,110000.0,128.0,manual,13300,EUR,Ciudad Deportiva del Jarama,,
Honda,HR-V,1.5 i-VTEC CVT Elegance Navi,Gasolina,2016,44716.0,130.0,automatic,17490,EUR,Málaga,36.7213028,-4.4216366
Honda,HR-V,1.5 i-VTEC CVT Elegance Navi,Gasolina,2016,44716.0,130.0,automatic,16990,EUR,Málaga,36.7213028,-4.4216366
Honda,S2000,2.0 VTEC 241 2p,Gasolina,2010,40143.0,241.0,manual,67990,EUR,Bigues,41.68296785,2.2083885790461197
Honda,S2000,2.0 VTEC 241 2p,Gasolina,2010,40143.0,241.0,manual,63990,EUR,Bigues,41.68296785,2.2083885790461197
Hyundai,ix35,1.7 CRDi Klass 4x2,Diésel,2015,140000.0,115.0,manual,13990,EUR,Málaga,36.7213028,-4.4216366
Hyundai,ix35,1.7 CRDi Klass 4x2,Diésel,2015,140000.0,115.0,manual,11990,EUR,Málaga,36.7213028,-4.4216366
Hyundai,ix35,CLASSIC,Diésel,2012,158348.0,116.0,manual,11990,EUR,Alzira,36.7753606,3.0601882
Hyundai,Grandeur,2.2 CRDi VGT Aut,Diésel,2008,22437.0,155.0,automatic,9900,EUR,Málaga,36.7213028,-4.4216366
BMW,Serie 4,420i Gran Coupe,Gasolina,2018,51000.0,184.0,manual,32970,EUR,Pinto,40.240985,-3.7005072
BMW,Serie 4,420d Gran Coupe,Diésel,2018,87315.0,190.0,automatic,31990,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 4,420d Gran Coupe,Diésel,2018,87315.0,190.0,automatic,32290,EUR,Madrid,40.4167047,-3.7035825
BMW,X4,G02 20d 190 xDrive 5p Aut.,Diésel,2018,94400.0,190.0,automatic,36990,EUR,Salamanca,40.9651572,-5.6640182
BMW,X4,F26 20d 190 xDrive 5p Aut.,Diésel,2016,90000.0,190.0,automatic,31500,EUR,Tarazona,41.9065093,-1.7216461
BMW,X4,xDrive 20d Paquete M 190CV,Diésel,2015,102013.0,190.0,automatic,32590,EUR,Málaga,36.7213028,-4.4216366
BMW,X6,E71 M50d 381 5p Aut.,Diésel,2012,92000.0,381.0,automatic,34490,EUR,Las Vegas,36.1672559,-115.148516
BMW,X6,xDrive30d 210 kW (286 CV),Diésel,2021,20000.0,286.0,automatic,83490,EUR,Atarfe,37.2226964,-3.6865662
Lamborghini,Huracán,Spyder LP 610-4 5.2 V10 449 kW (610 CV),Gasolina,2018,44000.0,610.0,automatic,225000,EUR,Málaga,36.7213028,-4.4216366
Lamborghini,Huracán,LP 610-4,Gasolina,2018,71000.0,610.0,automatic,174900,EUR,Sabadell,41.5102802,2.112326355168393
Lamborghini,Huracán,Huracán LP 610-4 Spyder,Gasolina,2017,30000.0,610.0,automatic,219990,EUR,Daimiel,39.072196,-3.6143611
Lamborghini,Huracán,Huracán LP 610-4 Spyder,Gasolina,2017,30000.0,610.0,automatic,199990,EUR,Daimiel,39.072196,-3.6143611
Lamborghini,Huracán,Performante Spyder,Gasolina,2019,63800.0,150.0,automatic,269900,EUR,Sabadell,41.5102802,2.112326355168393
BMW,X6 M,F86 M 575 5p Aut.,Gasolina,2015,95633.0,575.0,automatic,65000,EUR,Madrid,40.4167047,-3.7035825
Lamborghini,Urus,V8 650 5p,Gasolina,2019,36000.0,650.0,automatic,259000,EUR,Alcalá de Henares,40.4818396,-3.3644973
Lamborghini,Urus,V8 650 5p,Gasolina,2020,66000.0,650.0,automatic,279900,EUR,Alcorcón,40.3492998,-3.8284295
Lamborghini,Urus,V8 650 5p,Gasolina,2019,37150.0,650.0,automatic,272900,EUR,Granollers,41.6079555,2.2876008
Lamborghini,Urus,V8 650 5p,Gasolina,2019,55000.0,650.0,automatic,285000,EUR,Valverde de Leganés,38.6706374,-6.9808325
Lamborghini,Urus,V8 650 5p,Gasolina,2019,67000.0,650.0,automatic,267900,EUR,Alcorcón,40.3492998,-3.8284295
Lamborghini,Urus,V8 650 5p,Gasolina,2019,67000.0,650.0,automatic,259900,EUR,Alcorcón,40.3492998,-3.8284295
Ford,Mustang Mach-E,AWD 258kW Batería 98.8Kwh First Edition 351CV,Eléctrico,2021,14000.0,351.0,automatic,56500,EUR,Sant Just Desvern,41.3815832,2.0750677
Fiat,Sedici,1.9 Multijet 120 Dynamic 4x2 5p,Diésel,2009,197000.0,120.0,manual,3999,EUR,Sant Cugat del Vallès,41.4728432,2.0817809
Fiat,Sedici,1.6 16v 107 Dynamic 4x2 5p,Gasolina,2010,127000.0,107.0,manual,4750,EUR,Donostia-San Sebastián,43.3224219,-1.9838889
BMW,i4,eDrive40 250 kW (340 CV),Eléctrico,2022,12700.0,340.0,automatic,69800,EUR,Valencia,39.4697065,-0.3763353
BMW,i4,eDrive40 250 kW (340 CV),Eléctrico,2022,12700.0,340.0,automatic,66890,EUR,Valencia,39.4697065,-0.3763353
Ford,Transit Connect,Van FT230 L 1.8 TDCi 90 4p,Diésel,2005,170000.0,90.0,manual,4999,EUR,Sant Vicent del Raspeig,38.3964248,-0.5250339
Fiat,e-Doblò,Combi 136 50kWh 5p Aut.,Eléctrico,2022,10.0,136.0,automatic,34500,EUR,Alicante/Alacant,38.3436365,-0.4881708
BMW,X3 M,F97 480 5p Aut.,Gasolina,2020,15000.0,480.0,automatic,74999,EUR,Pedralba,39.6053522,-0.7260062
BMW,X3 M,F97 480 5p Aut.,Gasolina,2020,15000.0,480.0,automatic,75000,EUR,Pedralba,39.6053522,-0.7260062
Lamborghini,Gallardo,Coupé 5.0 V10 500 2p,Gasolina,2004,63000.0,500.0,automatic,79999,EUR,Bencarron,37.3510445,-5.7647738
Lamborghini,Gallardo,Lamborghini Gallardo 5.0 Superleggera ,Gasolina,2007,59000.0,530.0,automatic,99999,EUR,San Sebastián de Los Reyes,40.5473698,-3.6260586
Lamborghini,Gallardo,Coupé 5.2 V10 LP 560-2 50° Anniversario 2p,Gasolina,2013,30080.0,560.0,automatic,134990,EUR,La / Nucia-Hill Nucia Hills,,
Mercedes-Benz,Classe X,Dob. Cab 350 d 258 Progressive 4Matic 4p 7G-T,Diésel,2019,40000.0,258.0,automatic,41990,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Mercedes-Benz,Classe X,Dob. Cab 250 d 190 Progressive 4Matic 4p,Diésel,2019,45000.0,190.0,manual,39990,EUR,Madrid,40.4167047,-3.7035825
Mercedes-Benz,Marco Polo,Horizon 220 d 163 4p 9G-T,Diésel,2022,5900.0,163.0,automatic,83999,EUR,Terrassa,41.5629623,2.0100492
Mercedes-Benz,Marco Polo,Horizon 220 d 163 4p 9G-T,Diésel,2022,5900.0,163.0,automatic,80999,EUR,Terrassa,41.5629623,2.0100492
Mercedes-Benz,Marco Polo,Horizon 250 d 190 4p 9G-T,Diésel,2021,37084.0,190.0,automatic,54090,EUR,Sant Boi de Llobregat,41.3459033,2.0413673
Mercedes-Benz,SLK,SLK 200 136 2p,Gasolina,1999,89000.0,136.0,manual,6900,EUR,Barcelona,41.3828939,2.1774322
Mercedes-Benz,SLK,SLK 230K 197 2p,Gasolina,2001,199000.0,197.0,manual,6490,EUR,Móstoles,40.3238525,-3.8649214
Mercedes-Benz,GLA,GLA 220 d 170 4Matic 5p 7G-DCT,Diésel,2018,75215.0,170.0,automatic,29990,EUR,Antequera,37.0183652,-4.5596649
Mercedes-Benz,GLA,GLA 220 d 170 4Matic 5p 7G-DCT,Diésel,2018,75215.0,170.0,automatic,30990,EUR,Antequera,37.0183652,-4.5596649
BMW,X4 M,F98 510 Competition 5p Aut.,Gasolina,2020,30000.0,510.0,automatic,81990,EUR,Madrid,40.4167047,-3.7035825
BMW,i3,i01 (94Ah REX) 170 5p Aut.,Diésel,2017,119000.0,170.0,automatic,24900,EUR,Poligono Fuente del Jarro,39.5111574,-0.4640764
BMW,X1,sDrive18d,Diésel,2017,78750.0,150.0,manual,24900,EUR,Parque Empresarial La Moraleja,40.51552075,-3.6564654931912144
BMW,X1,sDrive18d,Diésel,2014,0.0,143.0,manual,15200,EUR,Rivas Vaciamadrid,40.3536054,-3.5310879
BMW,X1,sDrive18d Business,Diésel,2019,53808.0,150.0,manual,24690,EUR,Madrid,40.4167047,-3.7035825
BMW,X1,sDrive18dA Business,Diésel,2018,51725.0,150.0,automatic,24990,EUR,Madrid,40.4167047,-3.7035825
BMW,Z3,Roadster 2.2i 170 2p,Gasolina,2002,14520.0,170.0,manual,22990,EUR,Barcelona,41.3828939,2.1774322
BMW,Serie 3,Compact 316ti 3p,Gasolina,2002,160799.0,115.0,manual,2680,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 3,320d Auto.,Diésel,2020,129249.0,190.0,automatic,29390,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 3,320d Auto.,Diésel,2020,129249.0,190.0,automatic,28990,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 2,F87 Coupe M2 Competition 410 2p DCT,Gasolina,2020,96100.0,411.0,automatic,51500,EUR,Valencia,39.4697065,-0.3763353
BMW,Serie 7,745Le xDrive Berlina,Diésel,2020,10000.0,394.0,automatic,89990,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 6 GT,G32 Gran Turismo 630d xDrive 265 5p Aut.,Diésel,2019,110000.0,265.0,automatic,46900,EUR,Arganda del Rey,40.3007708,-3.4380688
BMW,iX3,80 kWh Inspiring 210 kW (286 CV),Eléctrico,2021,6789.0,286.0,automatic,61890,EUR,Valencia,39.4697065,-0.3763353
BMW,X7,40D XDRIVE 340CV,Diésel,2022,13900.0,340.0,automatic,109000,EUR,A Coruña,43.3709703,-8.3959425
BMW,X7,xDrive 40i 340cv 8 vel. *IVA deducible* *Nacional* *Revisiones en BMW* *Único propietario*,Gasolina,2019,100000.0,340.0,automatic,87990,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 1,118i,Gasolina,2021,12615.0,136.0,manual,25190,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 1,118i,Gasolina,2021,12615.0,136.0,manual,24990,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 1,116i,Gasolina,2018,107983.0,109.0,manual,16990,EUR,Madrid,40.4167047,-3.7035825
Fiat,Multipla,1.9 JTD 115 Dynamic 5p,Diésel,2005,237000.0,115.0,manual,4500,EUR,Santander,43.4620412,-3.8099719
Fiat,Fullback,SX 2.4 DOBLE CABINA,Diésel,2017,29100.0,154.0,manual,23900,EUR,Valencia,39.4697065,-0.3763353
Fiat,Fullback,2.4D 181CV 4X4 DOBLE CABINA,Diésel,2017,108000.0,181.0,manual,23850,EUR,Burjassot,39.5090599,-0.4108581
Fiat,Barchetta,1.8 16v 130 2p,Diésel,1998,138000.0,130.0,manual,6900,EUR,Granollers,41.6079555,2.2876008
Fiat,Stilo,1.6 16v 103 Dynamic 5p,Gasolina,2002,90193.0,103.0,manual,1690,EUR,Madrid,40.4167047,-3.7035825
Fiat,Croma,1.9 Multijet 16V Dynamic,Diésel,2005,288961.0,150.0,automatic,3400,EUR,La Poveda,42.0127065,-2.5035151
Fiat,Qubo,Trekking,Diésel,2019,37294.0,95.0,manual,15500,EUR,L'Hospitalet de Llobregat,41.3598601,2.0997927
Fiat,124 Spider,Lusso,Gasolina,2017,33900.0,140.0,manual,20499,EUR,Rubí,41.4936194,2.0319476
Ford,Tourneo Connect,1.5 TDCi 74kW (100CV) Titanium,Diésel,2017,47075.0,100.0,manual,9990,EUR,Sevilla,37.3886303,-5.9953403
Ford,Tourneo Courier,1.0 EcoBoost 74kW (100CV) Ambiente,Gasolina,2017,133079.0,100.0,manual,10990,EUR,Madrid,40.4167047,-3.7035825
Ford,Tourneo Courier,1.5 TDCi 75 Ambiente 4p,Diésel,2018,27000.0,75.0,manual,16500,EUR,Oliva,38.9202443,-0.1208981
Ford,Fusion,1.6 100 Elegance 5p,Gasolina,2004,141000.0,100.0,manual,2600,EUR,Sant Vicenç dels Horts,41.3934193,2.0099482
Ford,Fusion,1.6 100 Elegance 5p,Gasolina,2004,141000.0,100.0,manual,2500,EUR,Sant Vicenç dels Horts,41.3934193,2.0099482
Ford,Explorer,EXPLORER 3.5 GASOLINA,Gasolina,2013,97086.0,290.0,automatic,21490,EUR,Elx/Elche,38.2653307,-0.6988391
Ford,Galaxy,2.0 TDCi 140 Ghia 5p,Diésel,2008,197000.0,140.0,manual,6990,EUR,Alcorcón,40.3492998,-3.8284295
KIA,e-Niro,e-Niro 100kW (136CV) Drive,Eléctrico,2023,0.0,136.0,automatic,47900,EUR,A Coruña,43.3709703,-8.3959425
